date,district,precipitation_mm,temp_max_c,temp_min_c,wind_speed_kmh
2025-12-11,Nashik,0.0,22.33,15.0,13.6
2025-12-12,Nashik,0.0,21.0,15.0,11.21
2025-12-13,Nashik,0.0,24.28,15.0,8.27
2025-12-14,Nashik,0.0,21.0,15.0,8.62
2025-12-15,Nashik,0.55,23.03,15.0,8.07
2025-12-16,Nashik,0.0,23.13,15.0,13.34
2025-12-17,Nashik,0.0,23.07,15.0,8.06
2025-12-18,Nashik,0.0,23.13,15.76,5.49
2025-12-19,Nashik,0.0,23.0,15.0,10.55
2025-12-20,Nashik,0.0,26.23,16.35,7.53
2025-12-21,Nashik,0.0,24.62,15.0,11.41
2025-12-22,Nashik,1.12,23.59,16.43,5.6
2025-12-23,Nashik,1.14,21.86,15.0,4.57
2025-12-24,Nashik,0.0,25.58,15.0,5.37
2025-12-25,Nashik,0.0,22.42,15.0,6.33
2025-12-26,Nashik,0.56,23.56,15.0,9.73
2025-12-27,Nashik,0.0,23.72,15.0,11.13
2025-12-28,Nashik,0.0,22.58,15.0,9.09
2025-12-29,Nashik,0.0,27.55,15.0,7.77
2025-12-30,Nashik,0.0,23.04,15.14,11.81
2025-12-31,Nashik,0.0,25.05,17.34,7.49
2026-01-01,Nashik,0.03,24.69,16.59,9.92
2026-01-02,Nashik,0.0,24.55,15.0,9.76
2026-01-03,Nashik,0.0,26.14,15.0,6.57
2026-01-04,Nashik,1.74,23.31,15.0,10.81
2026-01-05,Nashik,0.17,26.09,15.56,7.66
2026-01-06,Nashik,0.0,26.91,15.0,9.25
2026-01-07,Nashik,0.0,25.91,15.0,7.18
2026-01-08,Nashik,0.0,25.92,17.21,8.95
2026-01-09,Nashik,0.09,24.09,15.0,5.34
2026-01-10,Nashik,0.0,25.88,16.75,8.44
2026-01-11,Nashik,0.0,29.81,20.35,14.58
2026-01-12,Nashik,0.0,24.76,15.0,11.75
2026-01-13,Nashik,0.0,25.06,15.0,6.09
2026-01-14,Nashik,0.59,21.92,15.0,9.98
2026-01-15,Nashik,0.0,25.82,15.0,5.67
2026-01-16,Nashik,0.0,25.89,15.0,11.44
2026-01-17,Nashik,0.0,25.31,15.0,7.3
2026-01-18,Nashik,0.0,27.91,18.66,10.14
2026-01-19,Nashik,0.0,26.19,15.13,8.04
2026-01-20,Nashik,0.0,30.18,18.48,8.85
2026-01-21,Nashik,0.46,26.53,18.3,9.27
2026-01-22,Nashik,0.0,28.17,18.81,10.05
2026-01-23,Nashik,0.0,27.53,19.97,9.88
2026-01-24,Nashik,0.65,28.04,18.68,8.24
2026-01-25,Nashik,0.0,27.0,16.29,10.82
2026-01-26,Nashik,0.0,27.93,19.9,7.63
2026-01-27,Nashik,0.23,26.54,15.0,8.31
2026-01-28,Nashik,1.54,29.87,16.29,10.0
2026-01-29,Nashik,0.13,30.87,19.44,10.4
2026-01-30,Nashik,0.0,25.98,15.0,4.81
2026-01-31,Nashik,0.45,29.99,17.16,5.15
2026-02-01,Nashik,0.96,32.0,24.59,4.19
2026-02-02,Nashik,0.0,26.33,15.42,6.1
2026-02-03,Nashik,0.0,28.21,17.45,11.3
2026-02-04,Nashik,0.0,30.6,19.33,7.73
2026-02-05,Nashik,0.0,25.69,15.92,9.5
2026-02-06,Nashik,0.0,25.8,17.55,9.67
2026-02-07,Nashik,0.0,28.12,18.35,10.86
2026-02-08,Nashik,0.0,32.51,24.18,9.72
2026-02-09,Nashik,0.0,30.8,17.32,8.59
2026-02-10,Nashik,0.0,28.79,20.21,8.72
2026-02-11,Nashik,0.0,31.07,18.6,10.12
2026-02-12,Nashik,0.0,31.29,21.19,6.75
2026-02-13,Nashik,0.0,28.51,16.07,8.25
2026-02-14,Nashik,0.0,27.28,20.1,9.34
2026-02-15,Nashik,0.0,28.59,18.15,14.32
2026-02-16,Nashik,0.0,28.93,15.75,3.81
2026-02-17,Nashik,1.83,30.53,23.35,10.27
2026-02-18,Nashik,0.0,30.8,18.92,8.14
2026-02-19,Nashik,0.0,30.25,23.09,6.38
2026-02-20,Nashik,0.0,28.16,19.08,10.5
2026-02-21,Nashik,0.0,30.0,16.19,10.28
2026-02-22,Nashik,0.0,30.7,20.66,8.28
2026-02-23,Nashik,0.0,29.91,20.21,11.48
2026-02-24,Nashik,1.7,34.03,21.43,12.41
2026-02-25,Nashik,0.22,28.47,18.55,8.04
2026-02-26,Nashik,0.0,31.68,24.23,6.43
2026-02-27,Nashik,0.0,30.19,16.93,10.3
2026-02-28,Nashik,0.0,32.73,23.84,13.0
2026-03-01,Nashik,0.0,30.01,22.6,11.27
2026-03-02,Nashik,1.41,27.59,19.68,13.47
2026-03-03,Nashik,0.0,32.42,23.96,9.74
2026-03-04,Nashik,0.0,29.44,22.14,3.84
2026-03-05,Nashik,0.0,35.0,21.8,10.01
2026-03-06,Nashik,0.0,35.44,24.99,9.74
2026-03-07,Nashik,0.0,32.7,24.54,18.07
2026-03-08,Nashik,0.7,34.05,24.98,11.54
2026-03-09,Nashik,0.0,32.7,24.17,10.8
2026-03-10,Nashik,0.0,32.81,25.23,3.79
2026-03-11,Nashik,0.98,32.58,19.33,4.65
2026-03-12,Nashik,0.0,30.91,21.48,7.62
2026-03-13,Nashik,0.0,31.23,23.82,10.77
2026-03-14,Nashik,0.0,33.03,24.94,13.61
2026-03-15,Nashik,0.0,35.32,25.86,2.75
2026-03-16,Nashik,0.0,34.57,24.6,11.47
2026-03-17,Nashik,0.0,36.32,27.35,12.91
2026-03-18,Nashik,0.0,31.4,18.95,6.75
2026-03-19,Nashik,0.0,35.81,25.4,8.72
2026-03-20,Nashik,0.0,31.97,21.24,11.42
2026-03-21,Nashik,0.0,35.31,23.86,9.19
2026-03-22,Nashik,0.0,33.02,25.3,10.59
2026-03-23,Nashik,0.0,33.64,25.17,7.32
2026-03-24,Nashik,0.0,33.46,21.55,7.33
2026-03-25,Nashik,0.0,35.15,26.68,10.06
2026-03-26,Nashik,0.0,31.5,21.73,5.91
2026-03-27,Nashik,0.0,33.15,23.93,8.5
2026-03-28,Nashik,1.0,31.58,21.29,12.78
2026-03-29,Nashik,0.0,36.02,23.06,12.48
2026-03-30,Nashik,0.0,31.49,17.76,5.45
2026-03-31,Nashik,0.0,34.88,23.95,13.02
2026-04-01,Nashik,0.0,34.12,26.98,7.14
2026-04-02,Nashik,0.0,35.71,22.61,12.54
2026-04-03,Nashik,0.93,35.66,27.38,8.75
2026-04-04,Nashik,0.0,35.55,26.5,10.87
2026-04-05,Nashik,0.36,33.64,24.17,13.02
2026-04-06,Nashik,0.0,39.31,30.0,7.41
2026-04-07,Nashik,0.0,35.7,27.03,13.21
2026-04-08,Nashik,0.0,36.41,27.88,4.95
2026-04-09,Nashik,0.0,36.14,23.4,14.67
2026-04-10,Nashik,0.53,36.41,22.89,10.97
2026-04-11,Nashik,0.0,37.55,29.27,7.72
2026-04-12,Nashik,1.07,36.19,23.12,7.52
2026-04-13,Nashik,0.0,37.19,30.0,9.94
2026-04-14,Nashik,0.0,35.73,24.96,5.12
2026-04-15,Nashik,0.0,37.89,24.82,8.83
2026-04-16,Nashik,1.91,34.8,25.48,6.83
2026-04-17,Nashik,0.0,38.42,30.0,10.79
2026-04-18,Nashik,0.0,38.68,25.31,12.49
2026-04-19,Nashik,0.0,36.48,29.24,10.52
2026-04-20,Nashik,0.0,37.73,24.87,3.42
2026-04-21,Nashik,1.62,33.28,20.42,4.69
2026-04-22,Nashik,0.0,35.99,24.4,12.71
2026-04-23,Nashik,0.0,35.72,21.96,12.65
2026-04-24,Nashik,0.0,39.06,27.11,9.91
2026-04-25,Nashik,0.0,38.51,30.0,10.04
2026-04-26,Nashik,0.0,40.18,30.0,8.19
2026-04-27,Nashik,0.0,36.71,29.04,6.38
2026-04-28,Nashik,0.0,35.75,26.55,4.95
2026-04-29,Nashik,0.0,32.92,19.52,2.76
2026-04-30,Nashik,0.0,38.66,29.67,4.4
2026-05-01,Nashik,1.37,38.41,24.94,11.45
2026-05-02,Nashik,1.58,39.0,28.53,7.16
2026-05-03,Nashik,0.0,36.43,25.28,8.05
2026-05-04,Nashik,0.7,35.16,25.69,7.23
2026-05-05,Nashik,0.0,36.8,23.84,11.26
2026-05-06,Nashik,0.38,38.09,24.19,9.85
2026-05-07,Nashik,1.08,36.95,26.35,4.63
2026-05-08,Nashik,0.0,38.65,26.07,3.78
2026-05-09,Nashik,0.0,37.5,23.94,11.43
2026-05-10,Nashik,0.0,36.75,24.39,8.93
2026-05-11,Nashik,0.0,37.47,25.9,5.02
2026-05-12,Nashik,0.0,36.12,24.63,11.41
2026-05-13,Nashik,0.0,35.2,25.56,8.82
2026-05-14,Nashik,1.18,39.07,30.0,12.62
2026-05-15,Nashik,0.0,38.18,25.74,9.15
2026-05-16,Nashik,0.0,37.01,29.8,5.32
2026-05-17,Nashik,0.0,37.45,26.39,9.06
2026-05-18,Nashik,0.0,37.13,26.13,9.75
2026-05-19,Nashik,0.0,39.68,26.98,11.66
2026-05-20,Nashik,0.0,35.45,22.27,7.61
2026-05-21,Nashik,0.0,37.56,25.33,11.07
2026-05-22,Nashik,0.0,38.26,24.59,8.13
2026-05-23,Nashik,0.0,37.94,28.42,8.5
2026-05-24,Nashik,0.0,39.86,30.0,10.74
2026-05-25,Nashik,0.0,39.37,26.17,9.26
2026-05-26,Nashik,0.0,38.36,24.85,10.57
2026-05-27,Nashik,0.0,37.3,25.61,6.13
2026-05-28,Nashik,0.05,38.29,28.47,6.02
2026-05-29,Nashik,0.0,36.51,26.39,11.24
2026-05-30,Nashik,0.0,38.09,27.25,13.44
2026-05-31,Nashik,0.0,36.58,27.12,12.3
2026-06-01,Nashik,14.83,37.92,25.86,14.09
2026-06-02,Nashik,10.77,38.32,24.51,12.74
2026-06-03,Nashik,12.74,37.52,29.43,13.02
2026-06-04,Nashik,27.2,37.63,24.9,11.17
2026-06-05,Nashik,1.53,36.47,27.61,12.03
2026-06-06,Nashik,10.03,38.01,30.0,11.77
2026-06-07,Nashik,20.26,36.23,27.13,15.78
2026-06-08,Nashik,22.42,38.62,30.0,14.94
2026-06-09,Nashik,1.61,38.29,30.0,11.83
2026-06-10,Nashik,22.34,38.57,28.02,19.05
2026-06-11,Nashik,20.9,37.4,26.13,20.61
2026-06-12,Nashik,7.74,36.47,28.99,16.91
2026-06-13,Nashik,1.35,36.11,28.74,13.34
2026-06-14,Nashik,1.35,36.65,24.06,11.16
2026-06-15,Nashik,1.81,38.23,27.16,9.57
2026-06-16,Nashik,1.83,38.35,27.22,14.27
2026-06-17,Nashik,13.82,35.84,25.96,7.08
2026-06-18,Nashik,25.49,37.53,30.0,9.78
2026-06-19,Nashik,24.74,32.21,23.45,16.29
2026-06-20,Nashik,26.11,33.69,19.87,12.39
2026-06-21,Nashik,6.76,38.37,29.8,13.71
2026-06-22,Nashik,23.73,35.43,25.58,10.39
2026-06-23,Nashik,5.77,36.0,26.45,10.26
2026-06-24,Nashik,1.17,35.44,26.77,13.06
2026-06-25,Nashik,6.94,35.66,23.44,15.64
2026-06-26,Nashik,26.85,31.84,24.15,15.74
2026-06-27,Nashik,19.25,35.13,21.94,11.06
2026-06-28,Nashik,0.33,35.72,21.89,11.91
2026-06-29,Nashik,23.21,36.84,26.38,11.64
2026-06-30,Nashik,0.85,37.69,28.76,13.87
2026-07-01,Nashik,1.13,35.53,24.84,9.64
2026-07-02,Nashik,8.74,34.9,23.36,16.79
2026-07-03,Nashik,0.91,34.21,24.4,9.84
2026-07-04,Nashik,22.29,31.86,22.83,18.53
2026-07-05,Nashik,0.02,34.82,23.95,7.2
2026-07-06,Nashik,20.55,36.48,27.41,13.36
2026-07-07,Nashik,27.27,36.67,26.01,17.28
2026-07-08,Nashik,7.82,34.02,22.27,8.31
2026-07-09,Nashik,6.22,35.23,22.21,21.23
2026-07-10,Nashik,17.76,31.85,18.02,11.51
2026-07-11,Nashik,10.37,32.8,19.11,11.32
2026-07-12,Nashik,21.78,36.19,26.8,16.42
2026-07-13,Nashik,20.62,35.31,27.79,16.65
2026-07-14,Nashik,12.28,35.62,24.14,14.23
2026-07-15,Nashik,1.99,32.08,24.12,13.39
2026-07-16,Nashik,0.7,31.23,18.22,12.77
2026-07-17,Nashik,1.59,34.55,26.04,9.08
2026-07-18,Nashik,11.69,34.42,24.63,15.61
2026-07-19,Nashik,17.09,34.11,25.11,8.99
2026-07-20,Nashik,0.17,31.64,19.28,14.6
2026-07-21,Nashik,10.08,32.01,20.23,12.87
2026-07-22,Nashik,20.63,36.64,27.87,15.1
2026-07-23,Nashik,0.47,32.15,24.02,14.62
2026-07-24,Nashik,6.71,30.81,17.21,12.4
2026-07-25,Nashik,23.61,32.04,23.58,8.59
2026-07-26,Nashik,0.95,31.9,21.41,15.57
2026-07-27,Nashik,0.03,31.83,24.5,9.08
2026-07-28,Nashik,22.35,32.86,24.7,12.96
2026-07-29,Nashik,26.55,32.34,24.5,9.78
2026-07-30,Nashik,1.82,33.82,25.77,7.72
2026-07-31,Nashik,12.25,31.85,19.67,10.72
2026-08-01,Nashik,1.99,30.87,20.39,14.43
2026-08-02,Nashik,18.32,31.47,18.97,12.04
2026-08-03,Nashik,0.95,32.38,19.35,7.52
2026-08-04,Nashik,21.22,30.19,22.59,12.31
2026-08-05,Nashik,0.09,33.3,25.45,13.01
2026-08-06,Nashik,15.64,29.54,17.79,19.0
2026-08-07,Nashik,10.39,29.93,22.9,9.22
2026-08-08,Nashik,24.56,30.7,20.95,12.82
2026-08-09,Nashik,25.73,31.08,17.4,12.55
2026-08-10,Nashik,20.61,30.19,17.33,14.23
2026-08-11,Nashik,11.62,30.73,17.5,9.17
2026-08-12,Nashik,0.14,30.63,19.7,14.65
2026-08-13,Nashik,1.03,32.11,23.04,11.98
2026-08-14,Nashik,0.3,27.6,19.08,15.85
2026-08-15,Nashik,1.02,32.24,21.95,15.07
2026-08-16,Nashik,15.29,31.09,18.99,16.69
2026-08-17,Nashik,16.43,29.04,21.66,14.05
2026-08-18,Nashik,1.08,29.43,17.01,13.74
2026-08-19,Nashik,16.47,29.62,20.18,13.68
2026-08-20,Nashik,7.16,30.81,19.29,12.33
2026-08-21,Nashik,17.1,32.15,23.45,16.37
2026-08-22,Nashik,20.13,29.18,19.47,10.21
2026-08-23,Nashik,0.2,27.32,15.86,14.02
2026-08-24,Nashik,19.2,28.45,18.54,9.7
2026-08-25,Nashik,8.84,30.01,20.35,13.12
2026-08-26,Nashik,24.57,28.8,18.88,13.57
2026-08-27,Nashik,0.38,26.49,15.0,14.54
2026-08-28,Nashik,8.53,27.47,19.23,10.24
2026-08-29,Nashik,0.91,28.54,21.51,8.77
2026-08-30,Nashik,7.19,27.55,20.27,11.37
2026-08-31,Nashik,0.72,30.98,19.89,13.84
2026-09-01,Nashik,8.91,24.7,15.0,10.15
2026-09-02,Nashik,1.35,28.43,15.0,16.36
2026-09-03,Nashik,11.63,28.05,16.3,16.14
2024-08-01,Pune,22.92,34.76,24.38,13.88
2024-08-02,Pune,13.73,29.33,20.86,9.8
2024-08-03,Pune,1.21,30.93,19.04,13.66
2024-08-04,Pune,1.78,29.89,16.8,14.5
2024-08-05,Pune,0.73,34.33,26.46,17.36
2024-08-06,Pune,19.27,29.61,16.82,13.27
2024-08-07,Pune,26.98,33.35,22.76,18.16
2024-08-08,Pune,28.36,31.29,23.58,13.07
2024-08-09,Pune,0.01,34.67,25.79,12.6
2024-08-10,Pune,22.17,30.24,21.8,15.48
2024-08-11,Pune,1.89,32.75,20.3,11.43
2024-08-12,Pune,19.37,31.67,24.45,16.36
2024-08-13,Pune,1.53,31.93,20.84,16.03
2024-08-14,Pune,0.78,30.7,18.91,13.64
2024-08-15,Pune,1.33,30.19,23.16,12.87
2024-08-16,Pune,10.8,30.51,21.09,15.07
2024-08-17,Pune,0.92,26.96,18.03,19.25
2024-08-18,Pune,28.47,33.23,24.89,13.26
2024-08-19,Pune,1.85,30.6,20.12,11.78
2024-08-20,Pune,19.02,32.57,20.58,8.66
2024-08-21,Pune,14.88,28.92,21.39,9.88
2024-08-22,Pune,1.82,30.23,17.07,11.14
2024-08-23,Pune,16.64,29.46,20.81,14.38
2024-08-24,Pune,0.49,30.85,23.25,13.26
2024-08-25,Pune,17.94,30.05,20.52,5.22
2024-08-26,Pune,0.53,31.62,18.22,12.77
2024-08-27,Pune,11.4,29.32,15.88,10.83
2024-08-28,Pune,0.56,31.64,23.27,11.58
2024-08-29,Pune,1.44,30.34,19.11,6.87
2024-08-30,Pune,29.01,30.23,18.8,12.73
2024-08-31,Pune,1.34,28.44,18.56,15.3
2024-09-01,Pune,6.18,26.66,15.08,10.26
2024-09-02,Pune,1.21,26.31,19.27,11.83
2024-09-03,Pune,16.66,28.0,19.16,17.22
2024-09-04,Pune,11.08,28.84,20.52,9.36
2024-09-05,Pune,25.44,29.49,19.07,11.32
2024-09-06,Pune,1.62,27.46,17.66,15.22
2024-09-07,Pune,27.74,27.49,17.15,11.36
2024-09-08,Pune,24.19,27.36,17.07,12.67
2024-09-09,Pune,0.74,28.35,20.36,14.98
2024-09-10,Pune,6.93,23.11,15.0,11.11
2024-09-11,Pune,19.57,27.06,19.94,11.76
2024-09-12,Pune,0.26,26.87,18.35,10.93
2024-09-13,Pune,1.19,29.85,18.06,15.22
2024-09-14,Pune,18.56,24.25,15.0,16.96
2024-09-15,Pune,0.74,27.65,16.56,13.16
2024-09-16,Pune,1.23,26.65,15.0,13.28
2024-09-17,Pune,24.5,24.16,15.0,11.0
2024-09-18,Pune,0.38,28.84,17.17,13.28
2024-09-19,Pune,13.69,26.32,15.1,12.21
2024-09-20,Pune,1.55,26.58,15.0,15.55
2024-09-21,Pune,28.97,28.54,18.38,9.36
2024-09-22,Pune,12.4,30.04,20.74,15.47
2024-09-23,Pune,13.34,21.94,15.0,15.89
2024-09-24,Pune,9.54,28.24,15.08,17.06
2024-09-25,Pune,12.28,26.62,16.7,11.5
2024-09-26,Pune,7.29,28.59,19.51,11.17
2024-09-27,Pune,16.52,23.03,15.67,13.09
2024-09-28,Pune,1.28,27.1,15.0,12.07
2024-09-29,Pune,14.86,26.47,15.0,15.7
2024-09-30,Pune,11.25,22.03,15.0,14.75
2024-10-01,Pune,1.64,25.43,15.0,11.52
2024-10-02,Pune,0.0,26.37,15.0,9.92
2024-10-03,Pune,0.0,23.06,15.0,13.33
2024-10-04,Pune,0.0,27.22,18.62,12.69
2024-10-05,Pune,0.0,21.34,15.0,11.79
2024-10-06,Pune,0.0,27.14,15.0,10.01
2024-10-07,Pune,0.0,24.59,16.93,4.91
2024-10-08,Pune,0.2,25.39,15.0,12.81
2024-10-09,Pune,0.0,26.51,15.0,6.74
2024-10-10,Pune,0.0,24.39,15.0,10.26
2024-10-11,Pune,0.0,28.53,17.72,4.82
2024-10-12,Pune,0.0,25.67,15.0,9.99
2024-10-13,Pune,0.0,26.28,17.28,15.38
2024-10-14,Pune,0.0,26.94,18.32,4.55
2024-10-15,Pune,1.03,26.35,19.23,10.32
2024-10-16,Pune,0.76,24.62,17.33,7.96
2024-10-17,Pune,0.0,25.5,17.53,12.25
2024-10-18,Pune,0.0,22.74,15.0,13.83
2024-10-19,Pune,0.0,25.48,15.0,2.39
2024-10-20,Pune,0.0,24.53,16.0,14.02
2024-10-21,Pune,0.0,22.66,15.0,12.12
2024-10-22,Pune,0.0,24.35,16.21,9.39
2024-10-23,Pune,0.12,25.49,15.0,10.42
2024-10-24,Pune,0.0,23.69,15.0,16.54
2024-10-25,Pune,1.04,22.34,15.0,10.44
2024-10-26,Pune,0.0,26.18,15.0,10.04
2024-10-27,Pune,0.0,23.15,15.0,2.83
2024-10-28,Pune,0.0,25.33,17.73,4.46
2024-10-29,Pune,0.0,24.4,15.92,5.37
2024-10-30,Pune,1.46,22.59,15.46,8.29
2024-10-31,Pune,1.83,22.56,15.0,8.48
2024-11-01,Pune,0.0,22.18,15.0,6.33
2024-11-02,Pune,0.0,24.88,15.0,13.61
2024-11-03,Pune,1.07,22.7,15.0,13.04
2024-11-04,Pune,0.0,25.36,15.0,8.42
2024-11-05,Pune,0.0,25.21,15.0,7.01
2024-11-06,Pune,0.0,23.64,15.0,9.75
2024-11-07,Pune,0.0,21.0,15.0,7.03
2024-11-08,Pune,0.0,25.27,15.0,10.0
2024-11-09,Pune,0.0,24.69,15.0,10.95
2024-11-10,Pune,0.0,25.03,15.0,8.05
2024-11-11,Pune,0.0,24.49,15.0,8.94
2024-11-12,Pune,0.0,23.04,15.0,3.39
2024-11-13,Pune,0.0,25.66,15.0,9.73
2024-11-14,Pune,0.0,21.66,15.0,4.14
2024-11-15,Pune,0.0,24.06,15.35,13.18
2024-11-16,Pune,0.0,22.21,15.0,8.6
2024-11-17,Pune,0.57,24.22,15.0,7.43
2024-11-18,Pune,0.0,23.45,15.0,9.21
2024-11-19,Pune,1.2,23.59,15.0,5.52
2024-11-20,Pune,0.0,24.0,15.0,11.27
2024-11-21,Pune,0.0,22.0,15.0,6.36
2024-11-22,Pune,0.0,26.01,15.41,11.19
2024-11-23,Pune,0.0,21.0,15.0,10.95
2024-11-24,Pune,0.0,21.74,15.0,7.21
2024-11-25,Pune,0.0,23.22,15.0,5.48
2024-11-26,Pune,0.0,21.0,15.0,7.42
2024-11-27,Pune,0.0,25.24,15.0,12.43
2024-11-28,Pune,1.39,23.67,15.2,11.27
2024-11-29,Pune,0.0,24.28,15.0,7.37
2024-11-30,Pune,0.0,23.89,15.0,9.33
2024-12-01,Pune,0.0,23.64,15.81,6.83
2024-12-02,Pune,0.0,24.34,16.04,4.47
2024-12-03,Pune,0.0,24.52,16.15,9.95
2024-12-04,Pune,0.0,24.51,16.27,9.3
2024-12-05,Pune,0.0,26.07,15.0,9.74
2024-12-06,Pune,0.0,24.86,15.0,11.25
2024-12-07,Pune,0.0,27.86,18.03,14.33
2024-12-08,Pune,0.0,26.1,16.25,14.18
2024-12-09,Pune,0.0,23.25,15.0,3.91
2024-12-10,Pune,0.0,21.0,15.0,13.94
2024-12-11,Pune,0.0,21.87,15.0,15.34
2024-12-12,Pune,0.0,24.59,15.01,10.94
2024-12-13,Pune,0.0,22.81,15.0,12.69
2024-12-14,Pune,0.0,21.76,15.0,7.28
2024-12-15,Pune,0.0,22.11,15.0,9.82
2024-12-16,Pune,0.23,24.89,17.2,6.0
2024-12-17,Pune,0.0,25.79,16.38,4.26
2024-12-18,Pune,0.0,25.67,17.08,8.74
2024-12-19,Pune,0.0,25.12,15.64,9.05
2024-12-20,Pune,0.0,26.5,18.64,12.24
2024-12-21,Pune,0.0,23.35,15.0,9.46
2024-12-22,Pune,0.0,24.24,16.56,3.99
2024-12-23,Pune,0.0,25.75,15.0,7.59
2024-12-24,Pune,0.0,26.91,15.0,11.52
2024-12-25,Pune,1.14,23.64,15.0,9.38
2024-12-26,Pune,0.0,27.26,15.0,10.86
2024-12-27,Pune,0.0,21.26,15.0,14.88
2024-12-28,Pune,0.06,26.1,15.0,10.63
2024-12-29,Pune,0.0,24.26,15.0,9.7
2024-12-30,Pune,0.0,21.57,15.0,9.58
2024-12-31,Pune,0.0,24.61,15.66,5.25
2025-01-01,Pune,0.0,25.82,15.0,6.59
2025-01-02,Pune,0.0,25.54,15.0,3.81
2025-01-03,Pune,0.0,24.96,15.23,9.5
2025-01-04,Pune,0.0,25.43,15.0,14.64
2025-01-05,Pune,0.81,28.46,21.02,8.31
2025-01-06,Pune,0.0,24.31,15.0,8.7
2025-01-07,Pune,0.0,25.81,15.0,6.15
2025-01-08,Pune,0.0,25.37,15.0,7.35
2025-01-09,Pune,0.0,26.46,18.13,8.31
2025-01-10,Pune,1.18,25.24,16.01,9.95
2025-01-11,Pune,0.0,25.28,15.0,7.63
2025-01-12,Pune,0.1,29.56,21.7,10.19
2025-01-13,Pune,0.0,24.55,15.0,7.59
2025-01-14,Pune,0.0,27.32,15.0,8.53
2025-01-15,Pune,0.0,30.16,21.92,3.43
2025-01-16,Pune,0.68,24.18,15.0,10.67
2025-01-17,Pune,0.0,26.81,15.0,18.88
2025-01-18,Pune,0.0,26.94,17.73,13.2
2025-01-19,Pune,0.0,25.19,17.66,8.38
2025-01-20,Pune,0.0,24.99,15.0,7.57
2025-01-21,Pune,0.0,26.8,15.0,6.7
2025-01-22,Pune,0.0,25.42,16.38,10.81
2025-01-23,Pune,0.0,27.71,15.5,5.87
2025-01-24,Pune,0.0,27.54,15.0,3.4
2025-01-25,Pune,0.5,29.77,18.81,3.18
2025-01-26,Pune,0.0,27.81,17.15,7.96
2025-01-27,Pune,0.0,25.17,15.0,12.91
2025-01-28,Pune,0.26,24.27,16.74,10.64
2025-01-29,Pune,0.0,29.75,17.78,8.82
2025-01-30,Pune,0.0,29.65,18.91,7.47
2025-01-31,Pune,0.0,28.88,19.38,7.56
2025-02-01,Pune,0.34,26.79,15.0,6.4
2025-02-02,Pune,1.06,29.87,16.51,11.07
2025-02-03,Pune,1.59,29.52,16.47,9.01
2025-02-04,Pune,0.0,26.65,15.0,8.44
2025-02-05,Pune,0.0,28.69,20.69,2.0
2025-02-06,Pune,0.0,28.32,15.71,9.13
2025-02-07,Pune,0.0,33.11,22.05,12.0
2025-02-08,Pune,0.0,27.32,18.89,5.28
2025-02-09,Pune,0.0,26.94,17.94,6.05
2025-02-10,Pune,0.0,34.17,22.2,9.94
2025-02-11,Pune,1.74,29.95,22.89,11.06
2025-02-12,Pune,1.88,26.73,17.33,8.34
2025-02-13,Pune,0.0,33.14,19.18,5.58
2025-02-14,Pune,0.0,34.02,26.14,8.78
2025-02-15,Pune,0.0,29.63,18.61,10.86
2025-02-16,Pune,0.0,29.38,19.33,4.43
2025-02-17,Pune,1.73,30.83,19.55,5.37
2025-02-18,Pune,0.0,30.56,20.92,7.67
2025-02-19,Pune,0.0,32.54,19.86,8.83
2025-02-20,Pune,0.0,31.42,19.53,5.99
2025-02-21,Pune,0.0,31.93,20.95,15.66
2025-02-22,Pune,0.0,30.61,17.04,12.51
2025-02-23,Pune,0.0,29.77,17.07,10.57
2025-02-24,Pune,1.04,33.35,25.19,10.45
2025-02-25,Pune,0.0,34.04,22.35,3.31
2025-02-26,Pune,0.0,33.62,20.54,10.96
2025-02-27,Pune,0.0,29.47,16.78,8.85
2025-02-28,Pune,0.0,32.76,21.36,4.53
2025-03-01,Pune,0.0,31.98,19.26,11.03
2025-03-02,Pune,0.0,35.09,27.86,8.72
2025-03-03,Pune,1.44,30.38,19.15,6.7
2025-03-04,Pune,1.74,29.91,16.18,9.81
2025-03-05,Pune,0.3,31.31,22.66,13.83
2025-03-06,Pune,0.0,32.84,25.02,6.39
2025-03-07,Pune,0.0,31.21,17.43,9.21
2025-03-08,Pune,0.0,35.81,23.16,9.45
2025-03-09,Pune,0.54,29.39,21.75,8.11
2025-03-10,Pune,0.0,31.62,21.33,5.29
2025-03-11,Pune,0.0,32.61,21.86,11.63
2025-03-12,Pune,0.0,31.06,17.09,4.73
2025-03-13,Pune,1.96,35.62,27.15,10.15
2025-03-14,Pune,0.14,32.59,19.31,9.1
2025-03-15,Pune,0.0,33.73,26.37,4.83
2025-03-16,Pune,0.0,32.71,22.14,10.91
2025-03-17,Pune,0.0,36.82,22.98,8.59
2025-03-18,Pune,0.0,32.76,23.05,7.17
2025-03-19,Pune,1.55,33.3,22.62,7.86
2025-03-20,Pune,0.0,35.64,22.3,13.0
2025-03-21,Pune,0.0,32.38,24.73,7.12
2025-03-22,Pune,0.0,34.68,21.98,5.99
2025-03-23,Pune,0.0,31.39,18.0,8.49
2025-03-24,Pune,0.0,34.75,25.77,2.0
2025-03-25,Pune,0.0,34.08,21.61,7.07
2025-03-26,Pune,0.0,37.42,25.75,8.57
2025-03-27,Pune,0.0,37.91,30.0,10.05
2025-03-28,Pune,0.0,36.58,24.25,15.92
