date,commodity,mandi,district,min_price,max_price,modal_price,arrivals_tonnes,variety,grade,source,fetched_at
2026-06-01,Capsicum,Nashik,Nashik,3139,3991,3565,21.49,Demo composite,Demo,demo_generated,
2026-06-02,Capsicum,Nashik,Nashik,3399,4225,3812,18.76,Demo composite,Demo,demo_generated,
2026-06-03,Capsicum,Nashik,Nashik,3226,4251,3738,19.56,Demo composite,Demo,demo_generated,
2026-06-04,Capsicum,Nashik,Nashik,3260,4401,3831,19.67,Demo composite,Demo,demo_generated,
2026-06-05,Capsicum,Nashik,Nashik,3342,4111,3726,18.69,Demo composite,Demo,demo_generated,
2026-06-06,Capsicum,Nashik,Nashik,3211,3935,3573,17.85,Demo composite,Demo,demo_generated,
2026-06-07,Capsicum,Nashik,Nashik,3217,4215,3716,20.78,Demo composite,Demo,demo_generated,
2026-06-08,Capsicum,Nashik,Nashik,3315,3904,3609,22.12,Demo composite,Demo,demo_generated,
2026-06-09,Capsicum,Nashik,Nashik,3223,3847,3535,18.91,Demo composite,Demo,demo_generated,
2026-06-10,Capsicum,Nashik,Nashik,3140,4078,3609,17.68,Demo composite,Demo,demo_generated,
2026-06-11,Capsicum,Nashik,Nashik,3558,4240,3899,17.47,Demo composite,Demo,demo_generated,
2026-06-12,Capsicum,Nashik,Nashik,3284,4062,3673,19.42,Demo composite,Demo,demo_generated,
2026-06-13,Capsicum,Nashik,Nashik,3251,4071,3661,17.45,Demo composite,Demo,demo_generated,
2026-06-14,Capsicum,Nashik,Nashik,3086,4071,3578,19.38,Demo composite,Demo,demo_generated,
2026-06-15,Capsicum,Nashik,Nashik,3175,4189,3682,22.79,Demo composite,Demo,demo_generated,
2026-06-16,Capsicum,Nashik,Nashik,3447,4102,3775,18.02,Demo composite,Demo,demo_generated,
2026-06-17,Capsicum,Nashik,Nashik,3212,4313,3763,20.29,Demo composite,Demo,demo_generated,
2026-06-18,Capsicum,Nashik,Nashik,3421,4138,3780,19.93,Demo composite,Demo,demo_generated,
2026-06-19,Capsicum,Nashik,Nashik,3473,4325,3899,17.09,Demo composite,Demo,demo_generated,
2026-06-20,Capsicum,Nashik,Nashik,3579,4263,3921,18.4,Demo composite,Demo,demo_generated,
2026-06-21,Capsicum,Nashik,Nashik,3678,4344,4011,18.14,Demo composite,Demo,demo_generated,
2026-06-22,Capsicum,Nashik,Nashik,3180,3941,3561,24.56,Demo composite,Demo,demo_generated,
2026-06-23,Capsicum,Nashik,Nashik,3527,4494,4011,17.82,Demo composite,Demo,demo_generated,
2026-06-24,Capsicum,Nashik,Nashik,3369,4065,3717,17.46,Demo composite,Demo,demo_generated,
2026-06-25,Capsicum,Nashik,Nashik,3247,4298,3772,19.5,Demo composite,Demo,demo_generated,
2026-06-26,Capsicum,Nashik,Nashik,3599,4475,4037,19.38,Demo composite,Demo,demo_generated,
2026-06-27,Capsicum,Nashik,Nashik,3389,4241,3815,18.12,Demo composite,Demo,demo_generated,
2026-06-28,Capsicum,Nashik,Nashik,3440,4499,3970,19.11,Demo composite,Demo,demo_generated,
2026-06-29,Capsicum,Nashik,Nashik,3010,4067,3538,21.8,Demo composite,Demo,demo_generated,
2026-06-30,Capsicum,Nashik,Nashik,3481,4257,3869,20.68,Demo composite,Demo,demo_generated,
2026-07-01,Capsicum,Nashik,Nashik,2917,3521,3219,18.93,Demo composite,Demo,demo_generated,
2026-07-02,Capsicum,Nashik,Nashik,3119,3897,3508,18.64,Demo composite,Demo,demo_generated,
2026-07-03,Capsicum,Nashik,Nashik,2930,3757,3344,17.43,Demo composite,Demo,demo_generated,
2026-07-04,Capsicum,Nashik,Nashik,2917,3624,3271,19.43,Demo composite,Demo,demo_generated,
2026-07-05,Capsicum,Nashik,Nashik,3014,4013,3513,18.98,Demo composite,Demo,demo_generated,
2026-07-06,Capsicum,Nashik,Nashik,2666,3387,3027,24.69,Demo composite,Demo,demo_generated,
2026-07-07,Capsicum,Nashik,Nashik,2857,3723,3290,17.41,Demo composite,Demo,demo_generated,
2026-07-08,Capsicum,Nashik,Nashik,2931,3797,3364,17.3,Demo composite,Demo,demo_generated,
2026-07-09,Capsicum,Nashik,Nashik,3051,3623,3337,18.14,Demo composite,Demo,demo_generated,
2026-07-10,Capsicum,Nashik,Nashik,2909,3858,3384,20.46,Demo composite,Demo,demo_generated,
2026-07-11,Capsicum,Nashik,Nashik,2881,3825,3353,18.17,Demo composite,Demo,demo_generated,
2026-07-12,Capsicum,Nashik,Nashik,2993,3991,3492,17.78,Demo composite,Demo,demo_generated,
2026-07-13,Capsicum,Nashik,Nashik,2846,3791,3318,22.87,Demo composite,Demo,demo_generated,
2026-07-14,Capsicum,Nashik,Nashik,3092,3833,3462,20.32,Demo composite,Demo,demo_generated,
2026-07-15,Capsicum,Nashik,Nashik,3037,3700,3369,18.91,Demo composite,Demo,demo_generated,
2026-07-16,Capsicum,Nashik,Nashik,3094,3730,3412,18.93,Demo composite,Demo,demo_generated,
2026-07-17,Capsicum,Nashik,Nashik,3028,4029,3528,17.41,Demo composite,Demo,demo_generated,
2026-07-18,Capsicum,Nashik,Nashik,2925,3878,3401,18.83,Demo composite,Demo,demo_generated,
2026-07-19,Capsicum,Nashik,Nashik,3060,3673,3366,18.16,Demo composite,Demo,demo_generated,
2026-07-20,Capsicum,Nashik,Nashik,2843,3587,3215,25.2,Demo composite,Demo,demo_generated,
2026-07-21,Capsicum,Nashik,Nashik,2881,3706,3294,20.57,Demo composite,Demo,demo_generated,
2026-07-22,Capsicum,Nashik,Nashik,3025,3723,3374,20.0,Demo composite,Demo,demo_generated,
2026-07-23,Capsicum,Nashik,Nashik,3093,3765,3429,18.34,Demo composite,Demo,demo_generated,
2026-07-24,Capsicum,Nashik,Nashik,2808,3695,3252,20.35,Demo composite,Demo,demo_generated,
2026-07-25,Capsicum,Nashik,Nashik,2940,3528,3234,17.28,Demo composite,Demo,demo_generated,
2026-07-26,Capsicum,Nashik,Nashik,2845,3670,3258,19.32,Demo composite,Demo,demo_generated,
2026-07-27,Capsicum,Nashik,Nashik,2630,3324,2977,23.41,Demo composite,Demo,demo_generated,
2026-07-28,Capsicum,Nashik,Nashik,2830,3614,3222,19.77,Demo composite,Demo,demo_generated,
2026-07-29,Capsicum,Nashik,Nashik,2887,3849,3368,19.65,Demo composite,Demo,demo_generated,
2026-07-30,Capsicum,Nashik,Nashik,2953,3725,3339,20.03,Demo composite,Demo,demo_generated,
2026-07-31,Capsicum,Nashik,Nashik,2822,3550,3186,17.35,Demo composite,Demo,demo_generated,
2026-08-01,Capsicum,Nashik,Nashik,2576,3035,2805,19.22,Demo composite,Demo,demo_generated,
2026-08-02,Capsicum,Nashik,Nashik,2359,2932,2646,18.68,Demo composite,Demo,demo_generated,
2026-08-03,Capsicum,Nashik,Nashik,2310,2857,2583,22.09,Demo composite,Demo,demo_generated,
2026-08-04,Capsicum,Nashik,Nashik,2320,3105,2712,20.73,Demo composite,Demo,demo_generated,
2026-08-05,Capsicum,Nashik,Nashik,2274,3055,2664,18.27,Demo composite,Demo,demo_generated,
2026-08-06,Capsicum,Nashik,Nashik,2444,3132,2788,19.69,Demo composite,Demo,demo_generated,
2026-08-07,Capsicum,Nashik,Nashik,2366,3128,2747,19.69,Demo composite,Demo,demo_generated,
2026-08-08,Capsicum,Nashik,Nashik,2342,3140,2741,19.47,Demo composite,Demo,demo_generated,
2026-08-09,Capsicum,Nashik,Nashik,2376,3214,2795,18.59,Demo composite,Demo,demo_generated,
2026-08-10,Capsicum,Nashik,Nashik,2240,2708,2474,22.44,Demo composite,Demo,demo_generated,
2026-08-11,Capsicum,Nashik,Nashik,2190,2950,2570,18.39,Demo composite,Demo,demo_generated,
2026-08-12,Capsicum,Nashik,Nashik,2394,2853,2624,20.49,Demo composite,Demo,demo_generated,
2026-08-13,Capsicum,Nashik,Nashik,2611,3313,2962,17.63,Demo composite,Demo,demo_generated,
2026-08-14,Capsicum,Nashik,Nashik,2906,3576,3241,17.78,Demo composite,Demo,demo_generated,
2026-08-15,Capsicum,Nashik,Nashik,2884,3555,3219,19.02,Demo composite,Demo,demo_generated,
2026-08-16,Capsicum,Nashik,Nashik,2779,3434,3106,19.79,Demo composite,Demo,demo_generated,
2026-08-17,Capsicum,Nashik,Nashik,2744,3247,2995,25.05,Demo composite,Demo,demo_generated,
2026-08-18,Capsicum,Nashik,Nashik,2976,3533,3255,20.58,Demo composite,Demo,demo_generated,
2026-08-19,Capsicum,Nashik,Nashik,2675,3456,3065,19.34,Demo composite,Demo,demo_generated,
2026-08-20,Capsicum,Nashik,Nashik,2926,3497,3212,20.55,Demo composite,Demo,demo_generated,
2026-08-21,Capsicum,Nashik,Nashik,2696,3556,3126,17.05,Demo composite,Demo,demo_generated,
2026-08-22,Capsicum,Nashik,Nashik,2686,3598,3142,19.29,Demo composite,Demo,demo_generated,
2026-08-23,Capsicum,Nashik,Nashik,2711,3601,3156,17.45,Demo composite,Demo,demo_generated,
2026-08-24,Capsicum,Nashik,Nashik,2678,3413,3046,23.26,Demo composite,Demo,demo_generated,
2026-08-25,Capsicum,Nashik,Nashik,2949,3918,3433,17.71,Demo composite,Demo,demo_generated,
2026-08-26,Capsicum,Nashik,Nashik,3178,3788,3483,17.35,Demo composite,Demo,demo_generated,
2026-08-27,Capsicum,Nashik,Nashik,3101,3881,3491,18.8,Demo composite,Demo,demo_generated,
2026-08-28,Capsicum,Nashik,Nashik,2433,2902,2667,19.7,Demo composite,Demo,demo_generated,
2026-08-29,Capsicum,Nashik,Nashik,2315,3123,2719,19.74,Demo composite,Demo,demo_generated,
2026-08-30,Capsicum,Nashik,Nashik,2457,2910,2684,19.41,Demo composite,Demo,demo_generated,
2026-08-31,Capsicum,Nashik,Nashik,2182,2881,2532,21.72,Demo composite,Demo,demo_generated,
2026-09-01,Capsicum,Nashik,Nashik,2191,2587,2389,20.38,Demo composite,Demo,demo_generated,
2026-09-02,Capsicum,Nashik,Nashik,2148,2782,2465,18.95,Demo composite,Demo,demo_generated,
2026-09-03,Capsicum,Nashik,Nashik,2187,2889,2538,20.69,Demo composite,Demo,demo_generated,
2024-08-01,Capsicum,Pune (Market Yard),Pune,2126,2859,2493,17.49,Demo composite,Demo,demo_generated,
2024-08-02,Capsicum,Pune (Market Yard),Pune,2249,2824,2536,16.13,Demo composite,Demo,demo_generated,
2024-08-03,Capsicum,Pune (Market Yard),Pune,2395,2875,2635,15.79,Demo composite,Demo,demo_generated,
2024-08-04,Capsicum,Pune (Market Yard),Pune,2327,2748,2538,17.12,Demo composite,Demo,demo_generated,
2024-08-05,Capsicum,Pune (Market Yard),Pune,2314,2758,2536,21.03,Demo composite,Demo,demo_generated,
2024-08-06,Capsicum,Pune (Market Yard),Pune,2311,3024,2667,15.92,Demo composite,Demo,demo_generated,
2024-08-07,Capsicum,Pune (Market Yard),Pune,2464,2969,2716,16.64,Demo composite,Demo,demo_generated,
2024-08-08,Capsicum,Pune (Market Yard),Pune,2342,2892,2617,16.87,Demo composite,Demo,demo_generated,
2024-08-09,Capsicum,Pune (Market Yard),Pune,2327,3077,2702,15.87,Demo composite,Demo,demo_generated,
2024-08-10,Capsicum,Pune (Market Yard),Pune,2401,2841,2621,16.92,Demo composite,Demo,demo_generated,
2024-08-11,Capsicum,Pune (Market Yard),Pune,2228,2905,2567,16.43,Demo composite,Demo,demo_generated,
2024-08-12,Capsicum,Pune (Market Yard),Pune,2215,2970,2593,19.01,Demo composite,Demo,demo_generated,
2024-08-13,Capsicum,Pune (Market Yard),Pune,2386,2818,2602,18.24,Demo composite,Demo,demo_generated,
2024-08-14,Capsicum,Pune (Market Yard),Pune,2381,2937,2659,17.56,Demo composite,Demo,demo_generated,
2024-08-15,Capsicum,Pune (Market Yard),Pune,2499,3074,2786,18.04,Demo composite,Demo,demo_generated,
2024-08-16,Capsicum,Pune (Market Yard),Pune,2322,2739,2531,15.55,Demo composite,Demo,demo_generated,
2024-08-17,Capsicum,Pune (Market Yard),Pune,2404,3021,2712,15.44,Demo composite,Demo,demo_generated,
2024-08-18,Capsicum,Pune (Market Yard),Pune,2323,2842,2582,17.85,Demo composite,Demo,demo_generated,
2024-08-19,Capsicum,Pune (Market Yard),Pune,2272,2812,2542,21.15,Demo composite,Demo,demo_generated,
2024-08-20,Capsicum,Pune (Market Yard),Pune,2380,3090,2735,15.35,Demo composite,Demo,demo_generated,
2024-08-21,Capsicum,Pune (Market Yard),Pune,2198,2960,2579,15.24,Demo composite,Demo,demo_generated,
2024-08-22,Capsicum,Pune (Market Yard),Pune,2367,2783,2575,15.85,Demo composite,Demo,demo_generated,
2024-08-23,Capsicum,Pune (Market Yard),Pune,2487,2928,2707,17.5,Demo composite,Demo,demo_generated,
2024-08-24,Capsicum,Pune (Market Yard),Pune,2647,3474,3061,17.79,Demo composite,Demo,demo_generated,
2024-08-25,Capsicum,Pune (Market Yard),Pune,2847,3479,3163,15.2,Demo composite,Demo,demo_generated,
2024-08-26,Capsicum,Pune (Market Yard),Pune,2505,3274,2889,20.84,Demo composite,Demo,demo_generated,
2024-08-27,Capsicum,Pune (Market Yard),Pune,2860,3593,3226,17.35,Demo composite,Demo,demo_generated,
2024-08-28,Capsicum,Pune (Market Yard),Pune,2787,3487,3137,14.98,Demo composite,Demo,demo_generated,
2024-08-29,Capsicum,Pune (Market Yard),Pune,2596,3404,3000,17.4,Demo composite,Demo,demo_generated,
2024-08-30,Capsicum,Pune (Market Yard),Pune,3005,3571,3288,16.51,Demo composite,Demo,demo_generated,
2024-08-31,Capsicum,Pune (Market Yard),Pune,2745,3312,3029,17.99,Demo composite,Demo,demo_generated,
2024-09-01,Capsicum,Pune (Market Yard),Pune,2323,3062,2692,15.41,Demo composite,Demo,demo_generated,
2024-09-02,Capsicum,Pune (Market Yard),Pune,2178,2841,2509,20.26,Demo composite,Demo,demo_generated,
2024-09-03,Capsicum,Pune (Market Yard),Pune,2541,3005,2773,16.95,Demo composite,Demo,demo_generated,
2024-09-04,Capsicum,Pune (Market Yard),Pune,2276,3077,2677,15.89,Demo composite,Demo,demo_generated,
2024-09-05,Capsicum,Pune (Market Yard),Pune,2435,2937,2686,16.21,Demo composite,Demo,demo_generated,
2024-09-06,Capsicum,Pune (Market Yard),Pune,2386,3139,2762,14.97,Demo composite,Demo,demo_generated,
2024-09-07,Capsicum,Pune (Market Yard),Pune,2482,3285,2884,16.6,Demo composite,Demo,demo_generated,
2024-09-08,Capsicum,Pune (Market Yard),Pune,1912,2299,2106,16.42,Demo composite,Demo,demo_generated,
2024-09-09,Capsicum,Pune (Market Yard),Pune,1782,2303,2043,20.47,Demo composite,Demo,demo_generated,
2024-09-10,Capsicum,Pune (Market Yard),Pune,2041,2499,2270,18.1,Demo composite,Demo,demo_generated,
2024-09-11,Capsicum,Pune (Market Yard),Pune,1997,2481,2239,17.75,Demo composite,Demo,demo_generated,
2024-09-12,Capsicum,Pune (Market Yard),Pune,2017,2394,2205,17.25,Demo composite,Demo,demo_generated,
2024-09-13,Capsicum,Pune (Market Yard),Pune,1989,2439,2214,16.77,Demo composite,Demo,demo_generated,
2024-09-14,Capsicum,Pune (Market Yard),Pune,1955,2626,2291,15.24,Demo composite,Demo,demo_generated,
2024-09-15,Capsicum,Pune (Market Yard),Pune,2004,2413,2209,15.17,Demo composite,Demo,demo_generated,
2024-09-16,Capsicum,Pune (Market Yard),Pune,1917,2265,2091,19.53,Demo composite,Demo,demo_generated,
2024-09-17,Capsicum,Pune (Market Yard),Pune,1950,2415,2183,18.29,Demo composite,Demo,demo_generated,
2024-09-18,Capsicum,Pune (Market Yard),Pune,1894,2420,2157,17.54,Demo composite,Demo,demo_generated,
2024-09-19,Capsicum,Pune (Market Yard),Pune,2163,2710,2436,16.79,Demo composite,Demo,demo_generated,
2024-09-20,Capsicum,Pune (Market Yard),Pune,2094,2678,2386,15.33,Demo composite,Demo,demo_generated,
2024-09-21,Capsicum,Pune (Market Yard),Pune,2156,2713,2434,17.53,Demo composite,Demo,demo_generated,
2024-09-22,Capsicum,Pune (Market Yard),Pune,2096,2771,2433,18.13,Demo composite,Demo,demo_generated,
2024-09-23,Capsicum,Pune (Market Yard),Pune,2115,2729,2422,21.81,Demo composite,Demo,demo_generated,
2024-09-24,Capsicum,Pune (Market Yard),Pune,2209,2684,2447,17.03,Demo composite,Demo,demo_generated,
2024-09-25,Capsicum,Pune (Market Yard),Pune,2356,3056,2706,16.33,Demo composite,Demo,demo_generated,
2024-09-26,Capsicum,Pune (Market Yard),Pune,2298,2737,2517,16.54,Demo composite,Demo,demo_generated,
2024-09-27,Capsicum,Pune (Market Yard),Pune,2280,2928,2604,16.83,Demo composite,Demo,demo_generated,
2024-09-28,Capsicum,Pune (Market Yard),Pune,2290,2952,2621,15.5,Demo composite,Demo,demo_generated,
2024-09-29,Capsicum,Pune (Market Yard),Pune,2216,2863,2540,17.66,Demo composite,Demo,demo_generated,
2024-09-30,Capsicum,Pune (Market Yard),Pune,2320,2852,2586,22.76,Demo composite,Demo,demo_generated,
2024-10-01,Capsicum,Pune (Market Yard),Pune,1724,2199,1962,25.42,Demo composite,Demo,demo_generated,
2024-10-02,Capsicum,Pune (Market Yard),Pune,1771,2226,1998,26.95,Demo composite,Demo,demo_generated,
2024-10-03,Capsicum,Pune (Market Yard),Pune,1783,2339,2061,25.41,Demo composite,Demo,demo_generated,
2024-10-04,Capsicum,Pune (Market Yard),Pune,1340,1797,1569,23.92,Demo composite,Demo,demo_generated,
2024-10-05,Capsicum,Pune (Market Yard),Pune,1469,1840,1654,24.79,Demo composite,Demo,demo_generated,
2024-10-06,Capsicum,Pune (Market Yard),Pune,1416,1716,1566,23.31,Demo composite,Demo,demo_generated,
2024-10-07,Capsicum,Pune (Market Yard),Pune,1398,1748,1573,29.51,Demo composite,Demo,demo_generated,
2024-10-08,Capsicum,Pune (Market Yard),Pune,1426,1867,1646,25.48,Demo composite,Demo,demo_generated,
2024-10-09,Capsicum,Pune (Market Yard),Pune,1418,1787,1603,23.93,Demo composite,Demo,demo_generated,
2024-10-10,Capsicum,Pune (Market Yard),Pune,1450,1850,1650,27.21,Demo composite,Demo,demo_generated,
2024-10-11,Capsicum,Pune (Market Yard),Pune,1543,1812,1677,26.87,Demo composite,Demo,demo_generated,
2024-10-12,Capsicum,Pune (Market Yard),Pune,1369,1827,1598,22.3,Demo composite,Demo,demo_generated,
2024-10-13,Capsicum,Pune (Market Yard),Pune,1440,1810,1625,25.16,Demo composite,Demo,demo_generated,
2024-10-14,Capsicum,Pune (Market Yard),Pune,1453,1709,1581,30.14,Demo composite,Demo,demo_generated,
2024-10-15,Capsicum,Pune (Market Yard),Pune,1454,1807,1631,24.62,Demo composite,Demo,demo_generated,
2024-10-16,Capsicum,Pune (Market Yard),Pune,1488,1754,1621,22.76,Demo composite,Demo,demo_generated,
2024-10-17,Capsicum,Pune (Market Yard),Pune,1545,1918,1731,22.61,Demo composite,Demo,demo_generated,
2024-10-18,Capsicum,Pune (Market Yard),Pune,1606,2066,1836,22.84,Demo composite,Demo,demo_generated,
2024-10-19,Capsicum,Pune (Market Yard),Pune,1749,2282,2015,24.01,Demo composite,Demo,demo_generated,
2024-10-20,Capsicum,Pune (Market Yard),Pune,1722,2286,2004,25.46,Demo composite,Demo,demo_generated,
2024-10-21,Capsicum,Pune (Market Yard),Pune,1580,1978,1779,28.32,Demo composite,Demo,demo_generated,
2024-10-22,Capsicum,Pune (Market Yard),Pune,1699,2273,1986,24.13,Demo composite,Demo,demo_generated,
2024-10-23,Capsicum,Pune (Market Yard),Pune,1709,2129,1919,26.91,Demo composite,Demo,demo_generated,
2024-10-24,Capsicum,Pune (Market Yard),Pune,1835,2315,2075,24.16,Demo composite,Demo,demo_generated,
2024-10-25,Capsicum,Pune (Market Yard),Pune,1769,2350,2059,24.63,Demo composite,Demo,demo_generated,
2024-10-26,Capsicum,Pune (Market Yard),Pune,1764,2319,2042,22.38,Demo composite,Demo,demo_generated,
2024-10-27,Capsicum,Pune (Market Yard),Pune,1836,2255,2045,25.62,Demo composite,Demo,demo_generated,
2024-10-28,Capsicum,Pune (Market Yard),Pune,1669,2257,1963,32.33,Demo composite,Demo,demo_generated,
2024-10-29,Capsicum,Pune (Market Yard),Pune,1810,2274,2042,23.37,Demo composite,Demo,demo_generated,
2024-10-30,Capsicum,Pune (Market Yard),Pune,1823,2418,2120,24.67,Demo composite,Demo,demo_generated,
2024-10-31,Capsicum,Pune (Market Yard),Pune,1993,2381,2187,27.14,Demo composite,Demo,demo_generated,
2024-11-01,Capsicum,Pune (Market Yard),Pune,1907,2554,2230,23.75,Demo composite,Demo,demo_generated,
2024-11-02,Capsicum,Pune (Market Yard),Pune,1672,2088,1880,22.89,Demo composite,Demo,demo_generated,
2024-11-03,Capsicum,Pune (Market Yard),Pune,1678,2130,1904,23.31,Demo composite,Demo,demo_generated,
2024-11-04,Capsicum,Pune (Market Yard),Pune,1544,1927,1736,28.26,Demo composite,Demo,demo_generated,
2024-11-05,Capsicum,Pune (Market Yard),Pune,1659,2130,1894,22.35,Demo composite,Demo,demo_generated,
2024-11-06,Capsicum,Pune (Market Yard),Pune,1697,2067,1882,24.42,Demo composite,Demo,demo_generated,
2024-11-07,Capsicum,Pune (Market Yard),Pune,1659,2042,1851,24.1,Demo composite,Demo,demo_generated,
2024-11-08,Capsicum,Pune (Market Yard),Pune,1529,1994,1762,27.05,Demo composite,Demo,demo_generated,
2024-11-09,Capsicum,Pune (Market Yard),Pune,1487,1983,1735,23.76,Demo composite,Demo,demo_generated,
2024-11-10,Capsicum,Pune (Market Yard),Pune,1614,2094,1854,24.03,Demo composite,Demo,demo_generated,
2024-11-11,Capsicum,Pune (Market Yard),Pune,1377,1836,1607,28.78,Demo composite,Demo,demo_generated,
2024-11-12,Capsicum,Pune (Market Yard),Pune,1587,1997,1792,22.96,Demo composite,Demo,demo_generated,
2024-11-13,Capsicum,Pune (Market Yard),Pune,1629,1916,1773,27.22,Demo composite,Demo,demo_generated,
2024-11-14,Capsicum,Pune (Market Yard),Pune,1572,2060,1816,26.03,Demo composite,Demo,demo_generated,
2024-11-15,Capsicum,Pune (Market Yard),Pune,1618,2017,1818,25.8,Demo composite,Demo,demo_generated,
2024-11-16,Capsicum,Pune (Market Yard),Pune,1521,1847,1684,27.08,Demo composite,Demo,demo_generated,
2024-11-17,Capsicum,Pune (Market Yard),Pune,1546,1902,1724,23.04,Demo composite,Demo,demo_generated,
2024-11-18,Capsicum,Pune (Market Yard),Pune,1437,1786,1611,30.09,Demo composite,Demo,demo_generated,
2024-11-19,Capsicum,Pune (Market Yard),Pune,1571,1986,1778,27.1,Demo composite,Demo,demo_generated,
2024-11-20,Capsicum,Pune (Market Yard),Pune,1636,2025,1831,22.56,Demo composite,Demo,demo_generated,
2024-11-21,Capsicum,Pune (Market Yard),Pune,1412,1905,1659,25.25,Demo composite,Demo,demo_generated,
2024-11-22,Capsicum,Pune (Market Yard),Pune,1462,1912,1687,25.84,Demo composite,Demo,demo_generated,
2024-11-23,Capsicum,Pune (Market Yard),Pune,1516,1815,1665,24.43,Demo composite,Demo,demo_generated,
2024-11-24,Capsicum,Pune (Market Yard),Pune,1534,1877,1705,26.28,Demo composite,Demo,demo_generated,
2024-11-25,Capsicum,Pune (Market Yard),Pune,1520,1852,1686,32.66,Demo composite,Demo,demo_generated,
2024-11-26,Capsicum,Pune (Market Yard),Pune,1504,1924,1714,25.35,Demo composite,Demo,demo_generated,
2024-11-27,Capsicum,Pune (Market Yard),Pune,1483,1990,1736,24.15,Demo composite,Demo,demo_generated,
2024-11-28,Capsicum,Pune (Market Yard),Pune,1517,1790,1653,25.42,Demo composite,Demo,demo_generated,
2024-11-29,Capsicum,Pune (Market Yard),Pune,1585,1882,1734,23.2,Demo composite,Demo,demo_generated,
2024-11-30,Capsicum,Pune (Market Yard),Pune,1500,1794,1647,27.02,Demo composite,Demo,demo_generated,
2024-12-01,Capsicum,Pune (Market Yard),Pune,1844,2172,2008,24.62,Demo composite,Demo,demo_generated,
2024-12-02,Capsicum,Pune (Market Yard),Pune,1700,2272,1986,27.95,Demo composite,Demo,demo_generated,
2024-12-03,Capsicum,Pune (Market Yard),Pune,1682,2206,1944,24.32,Demo composite,Demo,demo_generated,
2024-12-04,Capsicum,Pune (Market Yard),Pune,1725,2165,1945,26.3,Demo composite,Demo,demo_generated,
2024-12-05,Capsicum,Pune (Market Yard),Pune,1843,2236,2039,23.21,Demo composite,Demo,demo_generated,
2024-12-06,Capsicum,Pune (Market Yard),Pune,1894,2326,2110,22.34,Demo composite,Demo,demo_generated,
2024-12-07,Capsicum,Pune (Market Yard),Pune,1811,2221,2016,23.63,Demo composite,Demo,demo_generated,
2024-12-08,Capsicum,Pune (Market Yard),Pune,1744,2215,1980,23.11,Demo composite,Demo,demo_generated,
2024-12-09,Capsicum,Pune (Market Yard),Pune,1713,2168,1940,33.61,Demo composite,Demo,demo_generated,
2024-12-10,Capsicum,Pune (Market Yard),Pune,1785,2326,2055,22.76,Demo composite,Demo,demo_generated,
2024-12-11,Capsicum,Pune (Market Yard),Pune,1870,2256,2063,26.05,Demo composite,Demo,demo_generated,
2024-12-12,Capsicum,Pune (Market Yard),Pune,1883,2326,2104,25.87,Demo composite,Demo,demo_generated,
2024-12-13,Capsicum,Pune (Market Yard),Pune,1876,2288,2082,22.61,Demo composite,Demo,demo_generated,
2024-12-14,Capsicum,Pune (Market Yard),Pune,1849,2198,2023,24.14,Demo composite,Demo,demo_generated,
2024-12-15,Capsicum,Pune (Market Yard),Pune,1864,2474,2169,25.92,Demo composite,Demo,demo_generated,
2024-12-16,Capsicum,Pune (Market Yard),Pune,1787,2331,2059,31.35,Demo composite,Demo,demo_generated,
2024-12-17,Capsicum,Pune (Market Yard),Pune,1864,2361,2112,26.18,Demo composite,Demo,demo_generated,
2024-12-18,Capsicum,Pune (Market Yard),Pune,1894,2450,2172,23.65,Demo composite,Demo,demo_generated,
2024-12-19,Capsicum,Pune (Market Yard),Pune,1871,2420,2145,23.52,Demo composite,Demo,demo_generated,
2024-12-20,Capsicum,Pune (Market Yard),Pune,1842,2374,2108,25.4,Demo composite,Demo,demo_generated,
2024-12-21,Capsicum,Pune (Market Yard),Pune,1941,2417,2179,25.67,Demo composite,Demo,demo_generated,
2024-12-22,Capsicum,Pune (Market Yard),Pune,1991,2360,2176,26.78,Demo composite,Demo,demo_generated,
2024-12-23,Capsicum,Pune (Market Yard),Pune,1839,2306,2072,28.66,Demo composite,Demo,demo_generated,
2024-12-24,Capsicum,Pune (Market Yard),Pune,1916,2262,2089,26.16,Demo composite,Demo,demo_generated,
2024-12-25,Capsicum,Pune (Market Yard),Pune,1993,2429,2211,24.28,Demo composite,Demo,demo_generated,
2024-12-26,Capsicum,Pune (Market Yard),Pune,2057,2488,2273,23.73,Demo composite,Demo,demo_generated,
2024-12-27,Capsicum,Pune (Market Yard),Pune,1879,2446,2163,23.78,Demo composite,Demo,demo_generated,
2024-12-28,Capsicum,Pune (Market Yard),Pune,1852,2307,2079,25.71,Demo composite,Demo,demo_generated,
2024-12-29,Capsicum,Pune (Market Yard),Pune,2065,2431,2248,23.94,Demo composite,Demo,demo_generated,
2024-12-30,Capsicum,Pune (Market Yard),Pune,1862,2339,2101,28.68,Demo composite,Demo,demo_generated,
2024-12-31,Capsicum,Pune (Market Yard),Pune,2045,2485,2265,26.87,Demo composite,Demo,demo_generated,
2025-01-01,Capsicum,Pune (Market Yard),Pune,2319,3103,2711,26.13,Demo composite,Demo,demo_generated,
2025-01-02,Capsicum,Pune (Market Yard),Pune,2311,3102,2707,22.73,Demo composite,Demo,demo_generated,
2025-01-03,Capsicum,Pune (Market Yard),Pune,2232,2769,2501,23.99,Demo composite,Demo,demo_generated,
